UTC,Open,High,Low,Close,Volume
07.08.2025 11:27:00.000 UTC,1.1655,1.16579,1.1655,1.16574,162.73
07.08.2025 11:28:00.000 UTC,1.16575,1.16576,1.16553,1.16554,187.5
07.08.2025 11:29:00.000 UTC,1.16554,1.16561,1.16541,1.16544,113.04
07.08.2025 11:30:00.000 UTC,1.16544,1.16547,1.16523,1.16538,96.21
07.08.2025 11:31:00.000 UTC,1.16538,1.16538,1.1652,1.16524,140.35
07.08.2025 11:32:00.000 UTC,1.16523,1.16532,1.1652,1.1653,136.77
07.08.2025 11:33:00.000 UTC,1.1653,1.16538,1.16512,1.16517,339.05
07.08.2025 11:34:00.000 UTC,1.16518,1.16523,1.16406,1.16432,567.57
07.08.2025 11:35:00.000 UTC,1.16433,1.16477,1.16428,1.16477,275.87
07.08.2025 11:36:00.000 UTC,1.16477,1.16489,1.16451,1.16454,136.03
07.08.2025 11:37:00.000 UTC,1.16454,1.16472,1.16441,1.16449,120.91
07.08.2025 11:38:00.000 UTC,1.16452,1.16458,1.1641,1.1641,178.74
07.08.2025 11:39:00.000 UTC,1.16414,1.16425,1.16407,1.16418,156.79
07.08.2025 11:40:00.000 UTC,1.16418,1.16429,1.16367,1.16368,316.85
07.08.2025 11:41:00.000 UTC,1.16366,1.16389,1.16341,1.16389,329.12
07.08.2025 11:42:00.000 UTC,1.16387,1.16407,1.16382,1.16403,155.13
07.08.2025 11:43:00.000 UTC,1.16403,1.1642,1.164,1.1642,108.51
07.08.2025 11:44:00.000 UTC,1.1642,1.16421,1.16398,1.16403,70.93
07.08.2025 11:45:00.000 UTC,1.16403,1.16412,1.16387,1.16411,54.39
07.08.2025 11:46:00.000 UTC,1.16409,1.16409,1.16388,1.16401,110.86
07.08.2025 11:47:00.000 UTC,1.16402,1.16413,1.16395,1.16397,85.97
07.08.2025 11:48:00.000 UTC,1.16397,1.16429,1.16395,1.16427,98.91
07.08.2025 11:49:00.000 UTC,1.16425,1.16433,1.16417,1.16428,57.84
07.08.2025 11:50:00.000 UTC,1.16429,1.1645,1.16423,1.16435,87.26
07.08.2025 11:51:00.000 UTC,1.16434,1.16438,1.16425,1.16425,54.76
07.08.2025 11:52:00.000 UTC,1.16424,1.1644,1.16419,1.16428,63.66
07.08.2025 11:53:00.000 UTC,1.1643,1.16439,1.16419,1.16424,80.88
07.08.2025 11:54:00.000 UTC,1.16426,1.1643,1.16421,1.16426,56.7
07.08.2025 11:55:00.000 UTC,1.16426,1.16451,1.16423,1.16435,111.18
07.08.2025 11:56:00.000 UTC,1.16436,1.16455,1.16436,1.16444,99.01
07.08.2025 11:57:00.000 UTC,1.16446,1.1646,1.1644,1.1644,118.92
07.08.2025 11:58:00.000 UTC,1.1644,1.16456,1.16438,1.1644,183.33
07.08.2025 11:59:00.000 UTC,1.16443,1.16467,1.16443,1.16445,106.26
07.08.2025 12:00:00.000 UTC,1.16442,1.16454,1.1643,1.16431,274.99
07.08.2025 12:01:00.000 UTC,1.16431,1.16438,1.16411,1.16416,94.33
07.08.2025 12:02:00.000 UTC,1.16414,1.16425,1.16399,1.1642,83.51
07.08.2025 12:03:00.000 UTC,1.16422,1.16434,1.16421,1.16422,55.95
07.08.2025 12:04:00.000 UTC,1.16421,1.16425,1.16404,1.1642,91.74
07.08.2025 12:05:00.000 UTC,1.16422,1.16441,1.16408,1.16431,190.93
07.08.2025 12:06:00.000 UTC,1.16434,1.16453,1.16426,1.16428,54
07.08.2025 12:07:00.000 UTC,1.16425,1.16433,1.16418,1.16422,59.59
07.08.2025 12:08:00.000 UTC,1.16421,1.16434,1.16421,1.16431,52.39
07.08.2025 12:09:00.000 UTC,1.16432,1.16432,1.1642,1.16422,57.76
07.08.2025 12:10:00.000 UTC,1.1642,1.1643,1.16412,1.16427,36.41
07.08.2025 12:11:00.000 UTC,1.16423,1.16434,1.16406,1.16406,79.61
07.08.2025 12:12:00.000 UTC,1.16405,1.1642,1.16393,1.16394,51.27
07.08.2025 12:13:00.000 UTC,1.16394,1.16397,1.16374,1.16376,128.5
07.08.2025 12:14:00.000 UTC,1.1638,1.164,1.1638,1.16397,59.35
07.08.2025 12:15:00.000 UTC,1.16397,1.16446,1.16395,1.16442,108.87
07.08.2025 12:16:00.000 UTC,1.16439,1.16446,1.16431,1.16442,47.7
07.08.2025 12:17:00.000 UTC,1.16441,1.16475,1.1644,1.16473,107.85
07.08.2025 12:18:00.000 UTC,1.16476,1.16494,1.16473,1.16492,126
07.08.2025 12:19:00.000 UTC,1.16493,1.16502,1.16478,1.16502,70.65
07.08.2025 12:20:00.000 UTC,1.16502,1.16523,1.16495,1.16504,94.91
07.08.2025 12:21:00.000 UTC,1.16503,1.16524,1.16503,1.16523,85.59
07.08.2025 12:22:00.000 UTC,1.16523,1.16544,1.16515,1.16515,71.86
07.08.2025 12:23:00.000 UTC,1.16516,1.1654,1.16515,1.16539,61.2
07.08.2025 12:24:00.000 UTC,1.16539,1.16566,1.16529,1.16555,73.08
07.08.2025 12:25:00.000 UTC,1.16557,1.16557,1.16539,1.16542,91.1
07.08.2025 12:26:00.000 UTC,1.16545,1.16545,1.16477,1.16479,209.72
07.08.2025 12:27:00.000 UTC,1.16481,1.16481,1.16463,1.16469,177.27
07.08.2025 12:28:00.000 UTC,1.1647,1.16478,1.16457,1.16472,104.15
07.08.2025 12:29:00.000 UTC,1.16476,1.16476,1.1646,1.16471,135.9
07.08.2025 12:30:00.000 UTC,1.16474,1.16556,1.16474,1.16544,559.4
07.08.2025 12:31:00.000 UTC,1.16543,1.16543,1.1649,1.16498,200.97
07.08.2025 12:32:00.000 UTC,1.16498,1.16546,1.16494,1.16527,192.69
07.08.2025 12:33:00.000 UTC,1.16525,1.16601,1.16518,1.16595,258.9
07.08.2025 12:34:00.000 UTC,1.16597,1.16601,1.16563,1.16577,246.33
07.08.2025 12:35:00.000 UTC,1.16577,1.16625,1.16577,1.16587,232.75
07.08.2025 12:36:00.000 UTC,1.16592,1.16611,1.16582,1.16592,190.56
07.08.2025 12:37:00.000 UTC,1.16591,1.16623,1.16586,1.16607,238.24
07.08.2025 12:38:00.000 UTC,1.16606,1.16606,1.1656,1.16562,320.12
07.08.2025 12:39:00.000 UTC,1.16562,1.16567,1.1653,1.16548,286.87
07.08.2025 12:40:00.000 UTC,1.16551,1.16564,1.16508,1.16516,311.08
07.08.2025 12:41:00.000 UTC,1.16514,1.16514,1.16478,1.16492,226.32
07.08.2025 12:42:00.000 UTC,1.16492,1.16508,1.16491,1.16507,248.85
07.08.2025 12:43:00.000 UTC,1.16507,1.16514,1.16482,1.1651,242.4
07.08.2025 12:44:00.000 UTC,1.16508,1.16526,1.16482,1.16488,278.68
07.08.2025 12:45:00.000 UTC,1.16489,1.16507,1.16488,1.165,263.1
07.08.2025 12:46:00.000 UTC,1.16501,1.16523,1.16498,1.16513,256.88
07.08.2025 12:47:00.000 UTC,1.16512,1.16525,1.16509,1.16512,186.01
07.08.2025 12:48:00.000 UTC,1.16513,1.16575,1.16513,1.16567,115.06
07.08.2025 12:49:00.000 UTC,1.16568,1.16568,1.16539,1.16542,195.48
07.08.2025 12:50:00.000 UTC,1.16543,1.16563,1.16541,1.16561,91.02
07.08.2025 12:51:00.000 UTC,1.16561,1.16576,1.16547,1.16549,80.12
07.08.2025 12:52:00.000 UTC,1.16549,1.16553,1.16504,1.16508,197.02
07.08.2025 12:53:00.000 UTC,1.16506,1.16518,1.16502,1.16515,150.85
07.08.2025 12:54:00.000 UTC,1.16512,1.16529,1.16508,1.16514,147
07.08.2025 12:55:00.000 UTC,1.16515,1.16518,1.16484,1.16508,240.69
07.08.2025 12:56:00.000 UTC,1.16507,1.16513,1.16495,1.16495,253.56
07.08.2025 12:57:00.000 UTC,1.16491,1.16526,1.16476,1.16519,359.81
07.08.2025 12:58:00.000 UTC,1.16519,1.16526,1.16491,1.16501,117.83
07.08.2025 12:59:00.000 UTC,1.16501,1.16515,1.16491,1.16511,114.53
07.08.2025 13:00:00.000 UTC,1.1651,1.16525,1.165,1.16516,111.09
07.08.2025 13:01:00.000 UTC,1.16515,1.16536,1.16515,1.16521,103.29
07.08.2025 13:02:00.000 UTC,1.16519,1.16521,1.16477,1.16478,104.2
07.08.2025 13:03:00.000 UTC,1.16476,1.16536,1.16474,1.1653,99.57
07.08.2025 13:04:00.000 UTC,1.16533,1.16544,1.16528,1.16539,183.83
07.08.2025 13:05:00.000 UTC,1.16539,1.1656,1.16533,1.16548,161.36
07.08.2025 13:06:00.000 UTC,1.16547,1.16548,1.16492,1.16507,211.83
07.08.2025 13:07:00.000 UTC,1.16502,1.16521,1.1646,1.16462,222.43
07.08.2025 13:08:00.000 UTC,1.16463,1.16481,1.1644,1.16481,167.37
07.08.2025 13:09:00.000 UTC,1.16481,1.16489,1.16457,1.16477,86.22
07.08.2025 13:10:00.000 UTC,1.16476,1.16512,1.16473,1.16511,96.97
07.08.2025 13:11:00.000 UTC,1.16513,1.1652,1.16502,1.16504,113.2
07.08.2025 13:12:00.000 UTC,1.16508,1.16512,1.16488,1.16489,86.85
07.08.2025 13:13:00.000 UTC,1.16491,1.16503,1.16484,1.16496,53.19
07.08.2025 13:14:00.000 UTC,1.16494,1.16504,1.16476,1.16491,73.28
07.08.2025 13:15:00.000 UTC,1.16492,1.16517,1.1649,1.16501,118.98
07.08.2025 13:16:00.000 UTC,1.16499,1.16538,1.16495,1.16533,81.57
07.08.2025 13:17:00.000 UTC,1.16531,1.16531,1.1649,1.16497,125.72
07.08.2025 13:18:00.000 UTC,1.16496,1.1653,1.16494,1.16524,69.79
07.08.2025 13:19:00.000 UTC,1.16524,1.16529,1.16512,1.16516,81.18
07.08.2025 13:20:00.000 UTC,1.16511,1.16513,1.16488,1.16495,304.48
07.08.2025 13:21:00.000 UTC,1.16496,1.16496,1.16475,1.16494,232.85
07.08.2025 13:22:00.000 UTC,1.16492,1.16495,1.16414,1.1642,475.5
07.08.2025 13:23:00.000 UTC,1.16418,1.16419,1.16376,1.16379,336.53
07.08.2025 13:24:00.000 UTC,1.1638,1.16427,1.16378,1.16424,253.07
07.08.2025 13:25:00.000 UTC,1.16426,1.16466,1.16423,1.16466,95.83
07.08.2025 13:26:00.000 UTC,1.16466,1.16508,1.16466,1.16503,252.46
07.08.2025 13:27:00.000 UTC,1.16506,1.1652,1.16473,1.16489,304.67
07.08.2025 13:28:00.000 UTC,1.1649,1.16515,1.16479,1.16511,272.47
07.08.2025 13:29:00.000 UTC,1.1651,1.16538,1.16488,1.16538,345.75
07.08.2025 13:30:00.000 UTC,1.16541,1.16585,1.16541,1.16566,379.14
